ID REG,FAC NAME,JENIS PRODUK,TGL TERBIT,ALAMAT PU
997848,BPJPH SEHATI,A0014,5/31/2023 0:00,"BLOK 02 RT 003 RW 005, RT/RW -, SUKADANA, PABUARAN"
995193,BPJPH SEHATI,A0006,5/31/2023 0:00,"RACI WETAN, RT/RW -, RACIWETAN, BUNGAH"
995709,BPJPH SEHATI,A0007,5/31/2023 0:00,"BENOWO 2/38 A, RT/RW -, BENOWO, PAKAL"
997311,BPJPH SEHATI,B0001,5/31/2023 0:00,"BENOWO 2/38 A, RT/RW -, BENOWO, PAKAL"
914781,BPJPH SEHATI,B0001,5/31/2023 0:00,"JL.KRANGGAN 172 C SURABAYA, RT/RW -, TEMBOK DUKUH, BUBUTAN"
780708,BPJPH SEHATI,A0007,5/31/2023 0:00,"PRIMA KEBRON 5 BLOK KK-09 RT 3 RW 8, RT/RW -, KEBRAON, KARANGPILANG"
953854,BPJPH SEHATI,A0007,5/31/2023 0:00,"DUSUN KLIWON, RT/RW -, HULUBANTENG, PABUARAN"
987840,BPJPH SEHATI,A0014,5/31/2023 0:00,"SIDOREMBYONG, RT/RW -, CINANDANG, DAWARBLANDONG"
959526,BPJPH SEHATI,A0014,5/31/2023 0:00,"DUSUN KLIWON, RT/RW -, HULUBANTENG, PABUARAN"
994196,BPJPH SEHATI,A0014,5/31/2023 0:00,"PEGUNDAN RT 04 RW 02, RT/RW -, PEGUNDAN, BUNGAH"
699430,BPJPH SEHATI,A0014,5/31/2023 0:00,"JL. SAMARINDA I / 62 , RT/RW -, SUKOMULYO, MANYAR"
994453,BPJPH SEHATI,A0007,5/31/2023 0:00,"MERIA, RT/RW -, PANGKAHKULON, UJUNGPANGKAH"
1007087,BPJPH SEHATI,A0016,6/1/2023 0:00,"TAJUNG WIDORO, RT/RW -, TANJUNG WIDORO, BUNGAH"
1003131,BPJPH SEHATI,A0007,6/1/2023 0:00,"DUDUKSAMPEYAN, RT/RW -, DUDUKSAMPEYAN, DUDUKSAMPEYAN"
997201,BPJPH SEHATI,A0007,6/1/2023 0:00,"KARANG LIMAN, RT/RW -, KRAMAT, BUNGAH"
1004179,BPJPH SEHATI,A0014,6/1/2023 0:00,"DUSUN SANGKAN URIP, RT/RW -, CIGOBANGWANGI, PASALEMAN"
1004378,BPJPH SEHATI,A0014,6/1/2023 0:00,"BLOK 04 RT 002 RW 007, RT/RW -, PABUARAN KIDUL, PABUARAN"
1005508,BPJPH SEHATI,A0014,6/1/2023 0:00,"KP.CINANGKA RT 002 RW 009, RT/RW -, TUGUJAYA, CIGOMBONG"
1005611,BPJPH SEHATI,A0016,6/1/2023 0:00,"KP.CINANGKA RT 001 RW 009, RT/RW -, TUGUJAYA, CIGOMBONG"
998184,BPJPH SEHATI,A0007,6/1/2023 0:00,"DUSUN WAGE, RT/RW -, PASALEMAN, PASALEMAN"
998447,BPJPH SEHATI,A0009,6/1/2023 0:00,"DUSUN CIWARINGIN RT 005 RW 003, RT/RW -, MEKARSARI, MALEBER"
997788,BPJPH SEHATI,A0004,6/1/2023 0:00,"BLOK 01 RT 002 RW 001, RT/RW -, PABUARAN WETAN, PABUARAN"
153859,BPJPH SEHATI,A0014,6/1/2023 0:00,SMK PELAYARAN MUHAMMADIYAH TUBAN JL. HOS COKROAMINOTO PO BOX 23 TUBAN GEDONGOMBO SEMANDING
954937,BPJPH SEHATI,A0007,6/1/2023 0:00,"PONDOK BENOWO INDAH BLOK A3 NO 10 RT. 02 RW.11 KEL. BABAT JERAWAT KEC. PAKAL , RT/RW -, BABAT JERAWAT, PAKAL"
952264,BPJPH SEHATI,B0001,6/1/2023 0:00,"DSN SUMBER, DESA WONOSALAM RT 11 RW 14,KEC WONOSALAM,KOTA JOMBANG, JAWA TIMUR , RT/RW -, WONOSALAM, WONOSALAM"
1002545,BPJPH SEHATI,A0016,6/1/2023 0:00,"GUMENG, RT/RW -, GUMENG, BUNGAH"
1000940,BPJPH SEHATI,A0012,6/1/2023 0:00,"KENDURUAN RT.001/RW.001 , RT/RW -, SIDOKUMPUL, LAMONGAN"
999595,BPJPH SEHATI,A0016,6/1/2023 0:00,"SIDOFAJAR, RT/RW -, TANJUNG WIDORO, BUNGAH"
1001468,BPJPH SEHATI,A0009,6/1/2023 0:00,"SUMBERSARI, RT/RW -, TANJUNG WIDORO, BUNGAH"
942034,BPJPH SEHATI,A0007,6/1/2023 0:00,"PERUM GRAHA SURYANTA E 3 NO. 19, RT/RW -, SUMBER REJO, PAKAL"
1016405,BPJPH SEHATI,B0001,6/2/2023 0:00,"KESAMBEN KULON, RT/RW -, KESAMBENKULON, WRINGINANOM"
1017646,BPJPH SEHATI,A0014,6/2/2023 0:00,"RANDUSONGO, RT/RW -, KESAMBENKULON, WRINGINANOM"
1018322,BPJPH SEHATI,A0012,6/2/2023 0:00,"RANDUSONGO, RT/RW -, KESAMBENKULON, WRINGINANOM"
1018954,BPJPH SEHATI,B0001,6/2/2023 0:00,"SEMBUNG, RT/RW -, SEMBUNG, WRINGINANOM"
1018444,BPJPH SEHATI,A0016,6/2/2023 0:00,"DSN. PERENG KULON, RT/RW -, MELIRANG, BUNGAH"
1017081,BPJPH SEHATI,A0012,6/2/2023 0:00,"PURI SURYA JAYA TAMAN PARIS B2, RT/RW -, GEDANGAN, GEDANGAN"
1035402,BPJPH SEHATI,A0014,6/2/2023 0:00,"KRAMAT RT. 02 RW. 01, RT/RW -, KRAMAT, BUNGAH"
1035709,BPJPH SEHATI,A0004,6/2/2023 0:00,"KRAMAT RT. 02 RW. 01, RT/RW -, KRAMAT, BUNGAH"
1010437,BPJPH SEHATI,A0007,6/2/2023 0:00,"DUSUN 01 RT 001 RW 001, RT/RW -, PABUARAN LOR, PABUARAN"
1010595,BPJPH SEHATI,A0014,6/2/2023 0:00,"DUSUN 05 RT 001 RW 011, RT/RW -, PABUARAN LOR, PABUARAN"
1010718,BPJPH SEHATI,A0014,6/2/2023 0:00,"BUNTET PESANTREN RT 017 RW 006, RT/RW -, MERTAPADA KULON, ASTANAJAPURA"
1011333,BPJPH SEHATI,A0012,6/2/2023 0:00,"DUSUN 05 RT 001 RW 012, RT/RW -, PABUARAN LOR, PABUARAN"
1011420,BPJPH SEHATI,A0014,6/2/2023 0:00,"DUSUN 03 UTARA RT 002 RW 009, RT/RW -, JATIRENGGANG, PABUARAN"
1011531,BPJPH SEHATI,A0007,6/2/2023 0:00,"BLOK WAGE RT 003 RW 001, RT/RW -, HULUBANTENG LOR, PABUARAN"
1011625,BPJPH SEHATI,A0014,6/2/2023 0:00,"DUSUN MANIS RT 004 RW 001, RT/RW -, HULUBANTENG, PABUARAN"
1011798,BPJPH SEHATI,A0014,6/2/2023 0:00,"BLOK 02 RT 002 RW 003, RT/RW -, PABUARAN KIDUL, PABUARAN"
953417,BPJPH SEHATI,A0009,6/3/2023 0:00,"RACI 1/24, RT/RW -, BENOWO, PAKAL"
955418,BPJPH SEHATI,A0004,6/3/2023 0:00,"DUSUN DRUJU, RT/RW -, PANGKAHKULON, UJUNGPANGKAH"
1041244,BPJPH SEHATI,A0014,6/3/2023 0:00,"KRAMAT RT. 03 RW. 01, RT/RW -, KRAMAT, BUNGAH"
1050809,BPJPH SEHATI,A0004,6/4/2023 0:00,"PERUM MENGANTI PALEM PERTIWI AA/14, RT/RW -, PELEMWATU, MENGANTI"
1050920,BPJPH SEHATI,A0014,6/4/2023 0:00,"DUSUN NGEBRET RT. 002 RW. 003, RT/RW -, MOROWUDI, CERME"
1051501,BPJPH SEHATI,A0016,6/4/2023 0:00,"PENAMBANGAN, RT/RW -, PENAMBANGAN, BALONGBENDO"
1016677,BPJPH SEHATI,A0016,6/4/2023 0:00,"JL. BERBEK III C , RT/RW -, BERBEK, WARU"
984490,BPJPH SEHATI,B0001,6/4/2023 0:00,"PERUM GRAHA SURYANATA BLOK E 3/33, RT/RW -, SUMBER REJO, PAKAL"
968346,BPJPH SEHATI,A0007,6/4/2023 0:00,"PERUM GRAHA SURYANATA BLOK E 3/33, RT/RW -, SUMBER REJO, PAKAL"
1051876,BPJPH SEHATI,A0009,6/4/2023 0:00,"KRAMAT RT. 03 RW. 01, RT/RW -, KRAMAT, BUNGAH"
1057664,BPJPH SEHATI,A0006,6/4/2023 0:00,"DSN. TAMPO, RT/RW -, PUDAKITBARAT, SANGKAPURA"
1055768,BPJPH SEHATI,A0014,6/4/2023 0:00,"DUSUN 01 RT 004 RW 001, RT/RW -, PABUARAN LOR, PABUARAN"
1078061,BPJPH SEHATI,A0004,6/5/2023 0:00,"DSN TAMPO, RT/RW -, PUDAKITBARAT, SANGKAPURA"
1075002,BPJPH SEHATI,A0007,6/5/2023 0:00,"PERUM GRAHA SURYANATA BLOK I.4/41 , RT/RW -, SUMBER REJO, PAKAL"
1113544,BPJPH SEHATI,A0014,6/6/2023 0:00,"BLOK KEMUJING RT/RW 009/003, RT/RW -, CILUKRAK, PALIMANAN"
1100972,BPJPH SEHATI,A0016,6/6/2023 0:00,"BULAK, RT/RW -, KENJERAN, BULAK"
1108318,BPJPH SEHATI,B0001,6/6/2023 0:00,"BULAK, RT/RW -, KENJERAN, BULAK"
1101930,BPJPH SEHATI,A0014,6/6/2023 0:00,"NGLINGUK, RT/RW -, TROWULAN, TROWULAN"
1101955,BPJPH SEHATI,A0007,6/6/2023 0:00,"NGLINGUK, RT/RW -, TROWULAN, TROWULAN"
1103819,BPJPH SEHATI,A0012,6/6/2023 0:00,"DSN. GEMEKAN, RT/RW -, GEMEKAN, SOOKO"
1105059,BPJPH SEHATI,A0014,6/6/2023 0:00,"DUSUN 02 RT 002 RW 003, RT/RW -, PABUARAN LOR, PABUARAN"
1112342,BPJPH SEHATI,A0014,6/6/2023 0:00,"DUSUN RT 003 RW 006, RT/RW -, PABUARAN KIDUL, PABUARAN"
1112456,BPJPH SEHATI,A0009,6/6/2023 0:00,"DUSUN MANIS, RT/RW -, PASALEMAN, PASALEMAN"
1112615,BPJPH SEHATI,A0014,6/6/2023 0:00,"DUSUN KLIWON, RT/RW -, PASALEMAN, PASALEMAN"
1048889,BPJPH SEHATI,A0006,6/6/2023 0:00,"KRAMAT RT. 03 RW. 01, RT/RW -, KRAMAT, BUNGAH"
1117978,BPJPH SEHATI,A0007,6/7/2023 0:00,"KENONGO, RT/RW -, MLIRIP, JETIS"
1138331,BPJPH SEHATI,A0004,6/7/2023 0:00,"DUSUN GUNUNGANYAR, RT/RW -, KEDUNGANYAR, WRINGINANOM"
1119113,BPJPH SEHATI,A0014,6/7/2023 0:00,"DSN. TAMPO, RT/RW -, PUDAKITBARAT, SANGKAPURA"
1085658,BPJPH SEHATI,A0014,6/7/2023 0:00,"DUSUN DRUJU, RT/RW -, PANGKAHKULON, UJUNGPANGKAH"
1133781,BPJPH SEHATI,A0016,6/8/2023 0:00,"DSN. GEMEKAN, RT/RW -, GEMEKAN, SOOKO"
1116878,BPJPH SEHATI,A0007,6/8/2023 0:00,"DSN. GEMEKAN, RT/RW -, GEMEKAN, SOOKO"
1154150,BPJPH SEHATI,A0004,6/8/2023 0:00,"BULAK, RT/RW -, KENJERAN, BULAK"
1154269,BPJPH SEHATI,A0004,6/8/2023 0:00,"BULAK, RT/RW -, KENJERAN, BULAK"
1151723,BPJPH SEHATI,A0009,6/8/2023 0:00,"SIDORUKUN, RT/RW -, TANJANGAWAN, UJUNGPANGKAH"
1154618,BPJPH SEHATI,A0014,6/8/2023 0:00,"DUSUN I RT 002 RW 001 KODE POS 45152, RT/RW -, GROGOL, KAPETAKAN"
1154659,BPJPH SEHATI,A0014,6/8/2023 0:00,"DUSUN II RT 002 RW 003, RT/RW -, BENDUNGAN, PANGENAN"
1154710,BPJPH SEHATI,A0014,6/8/2023 0:00,"BLOK SIGOLENG KULON RT 001 RW 004, RT/RW -, CEMPAKA, TALUN"
1154765,BPJPH SEHATI,A0014,6/8/2023 0:00,"DUSUN II RT 002 RW 003 , RT/RW -, BENDUNGAN, PANGENAN"
1155474,BPJPH SEHATI,A0009,6/8/2023 0:00,"DUSUN I, RT/RW -, LINAU, LINGGA UTARA"
1173163,BPJPH SEHATI,A0007,6/8/2023 0:00,"RESUN, RT/RW -, RESUN, LINGGA UTARA"
1169963,BPJPH SEHATI,A0009,6/8/2023 0:00,"JL. NONGKOKEREP, RT/RW -, BUNGAH, BUNGAH"
1172765,BPJPH SEHATI,A0016,6/8/2023 0:00,"KRAMAT RT 02 RW 01, RT/RW -, KRAMAT, BUNGAH"
1159812,BPJPH SEHATI,B0001,6/8/2023 0:00,"RUNGKUT TENGAH NO. 16 B, RT/RW 1/3, RUNGKUT TENGAH, GUNUNG ANYAR"
969933,BPJPH SEHATI,A0007,6/8/2023 0:00,JL POGOT 2 NO 87 SURABAYA
1174920,BPJPH SEHATI,B0001,6/8/2023 0:00,"DUSUN RANDUGEMBUNG, RT/RW -, RANDUGENENGAN, DLANGGU"
1107581,BPJPH SEHATI,A0007,6/8/2023 0:00,"MENGELO TENGAH, RT/RW -, SOOKO, SOOKO"
1190489,BPJPH SEHATI,A0016,6/9/2023 0:00,"BULAK KENJERAN, RT/RW -, KENJERAN, BULAK"
1154455,BPJPH SEHATI,A0014,6/9/2023 0:00,"JL BUALK KENJERAN 29A, RT/RW -, KENJERAN, BULAK"
1205206,BPJPH SEHATI,A0014,6/9/2023 0:00,"BLOK WAGE RT 004 RW 001, RT/RW -, HULUBANTENG LOR, PABUARAN"
1194176,BPJPH SEHATI,A0006,6/9/2023 0:00,"DUSUB SALAKARIA, RT/RW -, CILENGKRANG GIRANG, PASALEMAN"
1189312,BPJPH SEHATI,A0014,6/9/2023 0:00,"DUSUN RANDUGEMBUNG, RT/RW -, RANDUGENENGAN, DLANGGU"
1190104,BPJPH SEHATI,A0007,6/9/2023 0:00,"DUSUN RANDUGEMBUNG, RT/RW -, RANDUGENENGAN, DLANGGU"
1190359,BPJPH SEHATI,A0016,6/9/2023 0:00,"SEMBUNG, RT/RW -, SEMBUNG, WRINGINANOM"
1202156,BPJPH SEHATI,A0014,6/9/2023 0:00,"NONGKOKEREP BUNGAH, RT/RW 07/03, BUNGAH, BUNGAH"
1195992,BPJPH SEHATI,A0012,6/9/2023 0:00,"KESAMBEN KULON RT 004/ RW 001, RT/RW -, KESAMBENKULON, WRINGINANOM"
1195925,BPJPH SEHATI,A0016,6/9/2023 0:00,"JL. NONGKOKEREP, RT/RW -, BUNGAH, BUNGAH"
1196333,BPJPH SEHATI,A0016,6/9/2023 0:00,"JL. NONGKOKEREP, RT/RW -, BUNGAH, BUNGAH"
1169621,BPJPH SEHATI,A0007,6/9/2023 0:00,"JL.MASJID SULTAN LINGGA, RT/RW -, DAIK, LINGGA"
1201152,BPJPH SEHATI,A0004,6/9/2023 0:00,"JL.MASJID SULTAN LINGGA, RT/RW -, DAIK, LINGGA"
1171537,BPJPH SEHATI,B0001,6/9/2023 0:00,"JL. RA KARTINI, RT/RW -, TULANGAN, TULANGAN"
1165255,BPJPH SEHATI,A0007,6/9/2023 0:00,"NGEBLAK, RT/RW -, KEDUNGGUDEL, WIDODAREN"
1202141,BPJPH SEHATI,B0001,6/9/2023 0:00,"JL. KRESNA SEMARAPURA, RT/RW -, SEMARAPURA KELOD KANGIN, KLUNGKUNG"
1199849,BPJPH SEHATI,A0009,6/9/2023 0:00,"KARANGAN JAYA 6/I-B, RT/RW -, BABATAN, WIYUNG"
1202899,BPJPH SEHATI,A0009,6/9/2023 0:00,"DSN. TAMPO, RT/RW -, PUDAKITBARAT, SANGKAPURA"
1203975,BPJPH SEHATI,A0014,6/9/2023 0:00,"DSN. BATU MULIA, RT/RW -, PUDAKITTIMUR, SANGKAPURA"
1200448,BPJPH SEHATI,A0014,6/9/2023 0:00,"DSN. TAMPO, RT/RW -, PUDAKITBARAT, SANGKAPURA"
1201143,BPJPH SEHATI,A0014,6/9/2023 0:00,"DSN TAMPO, RT/RW -, PUDAKITBARAT, SANGKAPURA"
1204964,BPJPH SEHATI,A0016,6/10/2023 0:00,"DSN. MENANGGAL, RT/RW -, MENANGGAL, MOJOSARI"
1198196,BPJPH SEHATI,B0001,6/10/2023 0:00,"KESAMBEN KULON RT 004/ RW 001, RT/RW -, KESAMBENKULON, WRINGINANOM"
1206036,BPJPH SEHATI,A0004,6/10/2023 0:00,"BLOK PON RT 003 RW 003, RT/RW -, HULUBANTENG LOR, PABUARAN"
1202783,BPJPH SEHATI,A0006,6/10/2023 0:00,"BLOK PAHING RT 004 RW 004, RT/RW -, HULUBANTENG LOR, PABUARAN"
1205841,BPJPH SEHATI,A0016,6/10/2023 0:00,"BULAK, RT/RW -, KENJERAN, BULAK"
1205738,BPJPH SEHATI,A0009,6/10/2023 0:00,"BLOK PON RT 006 RW 003, RT/RW -, HULUBANTENG LOR, PABUARAN"
1223984,BPJPH SEHATI,B0001,6/10/2023 0:00,"SEMBUNG, RT/RW -, SEMBUNG, WRINGINANOM"
1229709,BPJPH SEHATI,A0009,6/10/2023 0:00,"DSN. PAMANGKON, RT/RW -, PUDAKITBARAT, SANGKAPURA"
1226598,BPJPH SEHATI,A0014,6/10/2023 0:00,"TANJUNGSARI, RT/RW -, TANJUNGKENONGO, PACET"
1235010,BPJPH SEHATI,A0016,6/11/2023 0:00,"DUSUN KALIANYAR, RT/RW -, BALONGPANGGANG, BALONGPANGGANG"
1203242,BPJPH SEHATI,A0007,6/11/2023 0:00,"WOTAN, RT/RW -, WOTAN, PANCENG"
1115615,BPJPH SEHATI,B0001,6/11/2023 0:00,"DAHANREJO, RT/RW -, DAHANREJO, KEBOMAS"
1236406,BPJPH SEHATI,A0007,6/11/2023 0:00,"JL. SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
1236692,BPJPH SEHATI,A0016,6/11/2023 0:00,"JL. SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
1236883,BPJPH SEHATI,A0009,6/11/2023 0:00,"JL. SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
1238239,BPJPH SEHATI,A0016,6/11/2023 0:00,"JL. SUNAN DRAJAT , RT/RW -, SIDOKUMPUL, BUNGAH"
1258446,BPJPH SEHATI,A0006,6/11/2023 0:00,"SUNAN KALIJAGA, RT/RW -, SIDOKUMPUL, BUNGAH"
703296,BPJPH SEHATI,A0007,6/11/2023 0:00,"KERTOSONO, RT/RW -, KERTOSONO, SIDAYU"
1240101,BPJPH SEHATI,B0001,6/11/2023 0:00,"SIWALANKERTO SELATAN 121, RT/RW -, SIWALANKERTO, WONOCOLO"
1234085,BPJPH SEHATI,A0016,6/11/2023 0:00,"PENAMBANGAN, RT/RW -, PENAMBANGAN, BALONGBENDO"
1239447,BPJPH SEHATI,A0014,6/11/2023 0:00,CISAAT
1239638,BPJPH SEHATI,A0007,6/11/2023 0:00,CISAAT
648214,BPJPH SEHATI,B0001,6/11/2023 0:00,"DUSUN GEMBYANG, RT/RW -, PLABUHAN, PLANDAAN"
1239759,BPJPH SEHATI,A0016,6/11/2023 0:00,"SUNAN BONANG, RT/RW -, SIDOKUMPUL, BUNGAH"
1238373,BPJPH SEHATI,A0014,6/12/2023 0:00,"JL. SUNAN DRAJAT , RT/RW -, SIDOKUMPUL, BUNGAH"
1261944,BPJPH SEHATI,A0016,6/12/2023 0:00,"DOMAS, RT/RW -, DOMAS, TROWULAN"
1237290,BPJPH SEHATI,A0007,6/12/2023 0:00,"MANUKAN MADYA 4/21 BLOK 34 D, RT/RW -, MANUKAN WETAN, TANDES"
1262155,BPJPH SEHATI,A0004,6/12/2023 0:00,"PESAPEN TENGAH 81, RT/RW -, KREMBANGAN UTARA, PABEAN CANTIAN"
1267609,BPJPH SEHATI,A0007,6/12/2023 0:00,"RESUN, RT/RW -, RESUN, LINGGA UTARA"
1202254,BPJPH SEHATI,A0007,6/12/2023 0:00,"JL. REGAS NO. 6, RT/RW -, RESUN, LINGGA UTARA"
1239476,BPJPH SEHATI,A0012,6/12/2023 0:00,"DOMAS, RT/RW -, DOMAS, TROWULAN"
1240341,BPJPH SEHATI,A0006,6/12/2023 0:00,"DOMAS, RT/RW -, DOMAS, TROWULAN"
1267343,BPJPH SEHATI,A0007,6/12/2023 0:00,"DSN GROGOL, RT/RW -, MASANGAN, BUNGAH"
1268789,BPJPH SEHATI,A0016,6/12/2023 0:00,"SAMPURNAN, RT/RW -, BUNGAH, BUNGAH"
1269307,BPJPH SEHATI,A0004,6/12/2023 0:00,CISAAT
1269419,BPJPH SEHATI,A0014,6/12/2023 0:00,CISAAT
1269529,BPJPH SEHATI,A0006,6/12/2023 0:00,CISAAT
1264721,BPJPH SEHATI,A0014,6/12/2023 0:00,"JL. A. YANI, RT/RW -, SUNGONLEGOWO, BUNGAH"
1265102,BPJPH SEHATI,B0001,6/12/2023 0:00,"JL. A. YANI, RT/RW -, SUNGONLEGOWO, BUNGAH"
875306,BPJPH SEHATI,A0007,6/13/2023 0:00,"LEBAKSUKO, RT/RW -, LEBANISUKO, WRINGINANOM"
1261818,BPJPH SEHATI,A0006,6/13/2023 0:00,"JL. ULIN NO.11, RT/RW 00/00, KARANG ANYAR, SUNGAI KUNJANG"
1298786,BPJPH SEHATI,A0007,6/13/2023 0:00,"SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
1294768,BPJPH SEHATI,A0001,6/13/2023 0:00,"SIDOREJO RT.04 RW.02, RT/RW -, SIDOREJO, BUNGAH"
1297337,BPJPH SEHATI,A0004,6/13/2023 0:00,"PONGANGAN, RT/RW -, PONGANGAN, MANYAR"
1298294,BPJPH SEHATI,A0014,6/13/2023 0:00,"JL GUBENG KERTAJAYA 4C 2A, RT/RW -, KERTAJAYA, GUBENG"
1269504,BPJPH SEHATI,A0003,6/13/2023 0:00,"RANDUSONGO KESAMBENKULON , RT/RW -, KESAMBENKULON, WRINGINANOM"
1269770,BPJPH SEHATI,B0001,6/13/2023 0:00,"KESAMBEN KULON, RT/RW -, KESAMBENKULON, WRINGINANOM"
1289577,BPJPH SEHATI,B0001,6/13/2023 0:00,"SIDOREJO RT.04 RW.02, RT/RW -, SIDOREJO, BUNGAH"
1291190,BPJPH SEHATI,A0014,6/13/2023 0:00,"BLENDREN, WATESUMPAK, TROWULAN, MOJOKERTO, RT/RW -, WATESUMPAK, TROWULAN"
1269210,BPJPH SEHATI,A0014,6/13/2023 0:00,"SIDOREJO RT.04 RW.02, RT/RW -, SIDOREJO, BUNGAH"
1298397,BPJPH SEHATI,B0001,6/13/2023 0:00,"DSN. GENENGAN, RT/RW -, PEKUWON, BANGSAL"
1299082,BPJPH SEHATI,B0001,6/13/2023 0:00,"LONTAR KEBONDALEM MOJOSARI, RT/RW -, KEBONDALEM, MOJOSARI"
1291212,BPJPH SEHATI,A0007,6/13/2023 0:00,"KEDUNGSUMUR , RT/RW -, KEDUNGSUMUR, KREMBUNG"
822467,BPJPH SEHATI,A0014,6/13/2023 0:00,"SAWAHAN GG.V, RT/RW -, SAWAHAN, MOJOSARI"
1236007,BPJPH SEHATI,A0007,6/14/2023 0:00,"JL. THAMRIN I/33, RT/RW -, SIDOKUMPUL, SIDOARJO"
1323130,BPJPH SEHATI,A0016,6/14/2023 0:00,"JL. SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
885266,BPJPH SEHATI,A0006,6/14/2023 0:00,"DUSUN DEMPOK, RT/RW 001/001, , RT/RW -, GROGOL, DIWEK"
1299710,BPJPH SEHATI,A0004,6/14/2023 0:00,"SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
1299819,BPJPH SEHATI,A0014,6/14/2023 0:00,"SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
1323332,BPJPH SEHATI,A0014,6/14/2023 0:00,"KEBARON TIMUR, RT/RW -, KEBARON, TULANGAN"
1299663,BPJPH SEHATI,A0016,6/14/2023 0:00,"JL GUBENG KERTAJAYA 4C 2A, RT/RW -, KERTAJAYA, GUBENG"
1320282,BPJPH SEHATI,A0014,6/14/2023 0:00,"SUNAN BONANG, RT/RW -, SIDOKUMPUL, BUNGAH"
1320388,BPJPH SEHATI,A0016,6/14/2023 0:00,"SUNAN BONANG, RT/RW -, SIDOKUMPUL, BUNGAH"
1320471,BPJPH SEHATI,A0006,6/14/2023 0:00,"SUNAN BONANG, RT/RW -, SIDOKUMPUL, BUNGAH"
1325947,BPJPH SEHATI,A0006,6/14/2023 0:00,"JL. SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
1326579,BPJPH SEHATI,A0004,6/14/2023 0:00,"JL. SUNAN GIRI, RT/RW -, SIDOKUMPUL, BUNGAH"
1323068,BPJPH SEHATI,A0009,6/15/2023 0:00,"PERUM GUNUNGANYAR EMAS SELATAN VIII H.2/4, RT/RW -, GUNUNG ANYAR TAMBAK, GUNUNG ANYAR"
1323074,BPJPH SEHATI,A0014,6/15/2023 0:00,"PERUM GUNUNGANYAR EMAS SELATAN VIII H.2/4, RT/RW -, GUNUNG ANYAR TAMBAK, GUNUNG ANYAR"
1359610,BPJPH SEHATI,A0006,6/15/2023 0:00,"JL. SUKORAME NO 24, RT/RW -, SEMBAYAT, MANYAR"
1358309,BPJPH SEHATI,A0006,6/15/2023 0:00,CIBOGO
1358491,BPJPH SEHATI,A0014,6/15/2023 0:00,CIBOGO
1360300,BPJPH SEHATI,A0007,6/15/2023 0:00,CIKULAK
1358170,BPJPH SEHATI,A0014,6/15/2023 0:00,"KEDUNGJATI RT 002 RW 001, RT/RW -, BABATAN, BALONGPANGGANG"
1359944,BPJPH SEHATI,A0016,6/15/2023 0:00,"KALIREJO, RT/RW -, KALIREJO, DUKUN"
1354374,BPJPH SEHATI,A0016,6/15/2023 0:00,Kp Sukamulyya - Sukasukur KAB. TASIKMALAYA Jawa Barat
1227739,BPJPH SEHATI,A0007,6/15/2023 0:00,"DUPAK BANGUNSARI 4/6, RT/RW -, DUPAK, KREMBANGAN"
1238781,BPJPH SEHATI,B0001,6/15/2023 0:00,"DUPAK BANGUNSARI 4/6, RT/RW -, DUPAK, KREMBANGAN"
1356118,BPJPH SEHATI,A0016,6/15/2023 0:00,"JL KEPUTRAN KEJAMBON 2/56, RT/RW -, EMBONG KALIASIN, GENTENG"
1350315,BPJPH SEHATI,A0007,6/15/2023 0:00,"DSN NONGKO KEREP RT 03B/RW 01 BUNGAH GRESIK , RT/RW -, BUNGAH, BUNGAH"
1351018,BPJPH SEHATI,A0014,6/15/2023 0:00,"DSN NONGKO KEREP RT 03B/RW 01 BUNGAH GRESIK , RT/RW -, BUNGAH, BUNGAH"
1353996,BPJPH SEHATI,A0009,6/15/2023 0:00,"JALAN RUKUN SEJATI NO. 53 A RT. 21 RW. 02, RT/RW -, SEMBAYAT, MANYAR"
1356755,BPJPH SEHATI,B0001,6/15/2023 0:00,"DSN NONGKO KEREP RT 03B/RW 01 BUNGAH GRESIK , RT/RW -, BUNGAH, BUNGAH"
1297515,BPJPH SEHATI,A0012,6/15/2023 0:00,"DSN. KARANGGAYAM, RT/RW -, JASEM, NGORO"
1174948,BPJPH SEHATI,A0007,6/15/2023 0:00,"LONTAR KEBONDALEM MOJOSARI, RT/RW -, KEBONDALEM, MOJOSARI"
1353163,BPJPH SEHATI,A0006,6/15/2023 0:00,"JL. GUMENO, RT/RW -, SEMBAYAT, MANYAR"
1233916,BPJPH SEHATI,A0016,6/15/2023 0:00,"BALONG PANGGANG RT 003,RW 02, RT/RW -, BALONGPANGGANG, BALONGPANGGANG"
1330225,BPJPH SEHATI,A0016,6/15/2023 0:00,"KALIREJO, RT/RW -, KALIREJO, DUKUN"
1390856,BPJPH SEHATI,A0007,6/16/2023 0:00,"NGINJEN , RT/RW -, PANDANPANCUR, DEKET"
